нілагерцаў	кілагерцаў
прыяцсля	прыяцеля
пераважнв	пераважна
садоўпікаў	садоўнікаў
кнігавылаўцоў	кнігавыдаўцоў
запоўнінь	запоўніць
Партір	Партэр
багаццв	багацця
выкарыстоўваецпа	выкарыстоўваецца
каментатарстпа	каментатарства
Вярпуўшыся	Вярнуўшыся
нраіна	краіна
корпяння	корпання
сямадзейнасцю	самадзейнасцю
гарантын	гарантый
заноўнілі	запоўнілі
завгршана	завершана
смслая	смелая
партрзтаў	партрэтаў
Радыёзлектроніка	Радыёэлектроніка
Аляксесвіча	Аляксеевіча
крыаёю	крывёю
нанула	канула
пякідаюць	пакідаюць
дароглыя	дарослыя
злгадзя	загадзя
паганарыць	пагаварыць
дзяўчмна	дзяўчына
Мясцопая	Мясцовая
сустракялі	сустракалі
сляўных	слаўных
алчынены	адчынены
раўнаэначны	раўназначны
Тяорчасць	Творчасць
Брэгцкая	Брэсцкая
всруючага	веруючага
узрастаюнь	узрастаюць
проеьбай	просьбай
прапаганданаць	прапагандаваць
вбмеркаванні	абмеркаванні
ныпісаны	выпісаны
малявлў	маляваў
пзкунак	пакунак
Піліпкл	Піліпка
векааыя	векавыя
раскяжу	раскажу
напаўзле	напаўзае
клмуністычнага	камуністычнага
рээкае	рэзкае
спыталя	спытала
тэнсты	тэксты
перавучышіа	перавучыцца
мзгчымасці	магчымасці
сцвярлжэння	сцвярджэння
найкарацеіішую	найкарацейшую
сапецкім	савецкім
Фракцыянсры	Фракцыянеры
бессэіісоўнае	бессэнсоўнае
шахнёра	шахцёра
Пакараны	Пакораны
абляцсла	абляцела
алстаючыя	адстаючыя
прызнас	прызнае
таяарышаў	таварышаў
масгацкага	мастацкага
Камзндзір	Камандзір
Царэніч	Царэвіч
класічкае	класічнае
Аддзслам	Аддзелам
непздалёк	непадалёк
прыгкятае	прыгнятае
цягнуццв	цягнуцца
паводзінм	паводзіны
рэпстыцыях	рэпетыцыях
Правільня	Правільна
раабойнага	разбойнага
задаем	задаём
лрыгнёце	прыгнёце
ііёсцы	цёсцы
Эканоміл	Эканоміі
трлдыцыі	традыцыі
нагалоўе	пагалоўе
Вял1кія	Вялікія
партыланкам	партызанкам
раамесцяцца	размесцяцца
паллягае	падлягае
занепакосны	занепакоены
ГалоСнвя	ГалоСная
вддзялення	аддзялення
пянавала	панавала
абліэнуўся	аблізнуўся
трачтар	трактар
награжала	пагражала
ЧАСОП1СЫ	ЧАСОПіСЫ
імкнуццз	імкнуцца
фізічпага	фізічнага
Булучыня	Будучыня
сулдзі	суддзі
маецей	масцей
несур'ёзня	несур'ёзна
хрысніны	хрысціны
антыўнага	актыўнага
пераведзекы	пераведзены
