аба-в€залас€	абав€залас€
эна-чыць	значыць
зна-чэнне	значэнне
значэн-не	значэнне
значэннс	значэнне
зна-чэнн€	значэнн€
значэн-н€	значэнн€
эначэнн€	значэнн€
энойдзе	знойдзе
энойдзеш	знойдзеш
эноҐ	зноҐ
эор	зор
эоры	зоры
зпад	з-пад
зра-б≥л≥	зраб≥л≥
эраб≥л≥	зраб≥л≥
эра-б≥л≥	зраб≥л≥
зра-б≥Ґ	зраб≥Ґ
эраб≥Ґ	зраб≥Ґ
зраб≥≥≥ь	зраб≥ць
зраб≥нь	зраб≥ць
зра-б≥ць	зраб≥ць
эраб≥ць	зраб≥ць
зра-зумела	зразумела
зразу-мела	зразумела
зразумсла	зразумела
«раэумела	«разумела
зраэумеҐ	зразумеҐ
зразумень	зразумець
зра-зумець	зразумець
зраэумець	зразумець
эразумець	зразумець
эраэумець	зраэумець
эроб≥ць	зроб≥ць
зроб-лена	зроблена
зробле-на	зроблена
эроблена	зроблена
зробле-ны	зроблены
зроблс-ны	зроблены
эроблены	зроблены
зробле-ны€	зроблены€
зрэд-ку	зрэдку
зу-с≥м	зус≥м
эус≥м	зус≥м
«ЎЋ	«Ўј
з'нв≥Ґс€	з'€в≥Ґс€
з'€в≥ц-ца	з'€в≥цца
з'€в≥ш≥а	з'€в≥цца
з€лЄ-нага	з€лЄнага
з€-лЄным	з€лЄным
з€лЄ-ным≥	з€лЄным≥
э€мель	з€мель
э€мельку	з€мельку
з€м-л≥	з€мл≥
з€мп≥	з€мл≥
≥€мл≥	з€мл≥
э€мл≥	з€мл≥
з€м-лю	з€млю
э€млю	з€млю
«€млюмац≥	«€млю-мац≥
з€м-л€	з€мл€
э€мл€	з€мл€
э€мл€к	з€мл€к
з€м-нога	з€многа
з'€Ґл€е≥ша	з'€Ґл€ецца
з'€Ґл€еп-ца	з'€Ґл€ецца
з'€Ґл€ецна	з'€Ґл€ецца
з'€Ґ-л€ецца	з'€Ґл€ецца
з'€Ґл€ец-ца	з'€Ґл€ецца
з'€Ґл€еш≥а	з'€Ґл€ецца
з'€Ґл€сцца	з'€Ґл€ецца
з'€Ґл€-сцца	з'€Ґл€ецца
≥'€Ґл€ецца	з'€Ґл€ецца
э'€Ґл€ецца	з'€Ґл€ецца
э'€Ґ-л€ецца	з'€Ґл€ецца
з'€Ґ-л€л≥с€	з'€Ґл€л≥с€
з'€Ґ-л€юс€	з'€Ґл€юс€
з'€Ґл€ю≥ша	з'€Ґл€юцца
з'€Ґл€юцна	з'€Ґл€юцца
з'€Ґ-л€юцца	з'€Ґл€юцца
з'€Ґл€юш≥а	з'€Ґл€юцца
э'€Ґл€-юцца	з'€Ґл€юцца
нскусство	искусство
1	≥
≤ввн	≤ван
≤влн	≤ван
≤в€н	≤ван
≤€ан	≤ван
≥ва-на	≥вана
≤влна	≤вана
≤в€на	≤вана
≤в€н€	≤вана
≤нана	≤вана
≥ва-нав≥ч	≥ванав≥ч
≥вана-в≥ч	≥ванав≥ч
≥ванаҐ-на	≥ванаҐна
≤¬јЌќ”	≤ваноҐ
≥грань	≥граць
≥дзс	≥дзе
≥дэе	≥дзе
≥дунь	≥дуць
≥лэй	≥дэй
≥лэ€	≥дэ€
≥ль≥-ча	≥ль≥ча
≥люстраны≥	≥люстрацы≥
≥мЄ-нах	≥мЄнах
≥мены	≥мЄны
≥мкл≥-вы	≥мкл≥вы
≥мк-ненне	≥мкненне
≥мкнен-не	≥мкненне
≥мкненнс	≥мкненне
≥мкнснне	≥мкненне
≥мкнсцца	≥мкнецца
≥мкнуш≥а	≥мкнуцца
≥мпе-ры€л≥зму	≥мперы€л≥зму
≥мперы€-л≥зму	≥мперы€л≥зму
≥м-перы€л≥стаҐ	≥мперы€л≥стаҐ
≥мпе-ры€л≥стаҐ	≥мперы€л≥стаҐ
≥мперы-€л≥стаҐ	≥мперы€л≥стаҐ
≥мпе-ры€л≥стычных	≥мперы€л≥стычных
≤ндак≥тлй	≤ндак≥тай
≥нду-стры≥	≥ндустры≥
≥нду-стры€л≥зацы€	≥ндустры€л≥зацы€
≥ндустры-€льную	≥ндустры€льную
≥н-ды≥	≥нды≥
≥нжы-нер	≥нжынер
≥н-жынера	≥нжынера
≥н-жынерам	≥нжынерам
≥нжыне-рам	≥нжынерам
≥нжы-нерам≥	≥нжынерам≥
≥нжы-нераҐ	≥нжынераҐ
≥нжы-неры	≥нжынеры
≥н≥-цы€тыва	≥н≥цы€тыва
≥н≥ны€тыве	≥н≥цы€тыве
≥н≥цы€-тыве	≥н≥цы€тыве
≥н≥цы€-тыву	≥н≥цы€тыву
≥н≥цы€ты-вы	≥н≥цы€тывы
≥нстру-мент	≥нструмент
≥нсты-тут	≥нстытут
≥м-стытута	≥нстытута
≥н-стытута	≥нстытута
≥нсты-тута	≥нстытута
≥нстыту-та	≥нстытута
≥н-стытуты	≥нстытуты
≥н-стытуне	≥нстытуце
≥н-стытуце	≥нстытуце
≥нсты-туце	≥нстытуце
≥нта-нацый	≥нтанацый
≥нта-рэсаҐ	≥нтарэсаҐ
≥нтарэ-сы	≥нтарэсы
≥нтэл≥генны≥	≥нтэл≥генцы≥
≥нтэл≥-генцы≥	≥нтэл≥генцы≥
≥нтэрвен-таҐ	≥нтэрвентаҐ
≥н-тэрнатах	≥нтэрнатах
≥нтэрнацы€наль-най	≥нтэрнацы€нальнай
≥н-фармацыю	≥нфармацыю
≥нша-га	≥ншага
≥н-шую	≥ншую
≥н-шы	≥ншы
≥н-шым	≥ншым
≥н-шым≥	≥ншым≥
≥ншы-м≥	≥ншым≥
≥≥≥шых	≥ншых
≥н-шых	≥ншых
≥≥≥шы€	≥ншы€
≥н-шы€	≥ншы€
≥ры-на	≥рына
≥с-наванне	≥снаванне
≥с-наванн€	≥снаванн€
≥снус	≥снуе
≥сн≥	≥сц≥
1х	≥х
≥ш-ла	≥шла
≥шл€	≥шла
квб	каб
кзб	каб
клб	каб
к€б	каб
каб≥-нет	каб≥нет
каб≥не-це	каб≥неце
каб-рынца	кабрынца
кабрын-ца	кабрынца
ка-валачку	кавалачку
ка-го	каго
калраҐ	кадраҐ
клжл	кажа
кажунь	кажуць
ка-жуць	кажуць
ка-жучы	кажучы
ка-эан≥	казан≥
каэаҐ	казаҐ
каз-ку	казку
калан≥€-л≥зму	калан≥€л≥зму
ка-лан≥€лы≥ых	калан≥€льных
ка-лачынск≥	калачынск≥
кал-гас	калгас
кал-гаса	калгаса
калгасв	калгаса
кал-гасв	калгаса
калгасл	калгаса
калгас€	калгаса
калга-саҐ	калгасаҐ
кал-гасах	калгасах
калга-сах	калгасах
кал-гасе	калгасе
калга-се	калгасе
калгасс	калгасе
калга-сс	калгасе
калг€се	калгасе
калгас-н≥кам	калгасн≥кам
калгас-н≥каҐ	калгасн≥каҐ
кал-гасн≥к≥	калгасн≥к≥
калгас-н≥к≥	калгасн≥к≥
к€лгасн≥к≥	калгасн≥к≥
калгас-н≥цы	калгасн≥цы
квл-гвсным	калгасным
кал-гасных	калгасных
калгас-ных	калгасных
калг€сных-	калгасных
квлгвсных	калгасных
капег≥€	калег≥€
калек-тываҐ	калектываҐ
калекты-ваҐ	калектываҐ
калсктываҐ	калектываҐ
калектыау	калектыву
ка-лектыву	калектыву
калсктыву	калектыву
ка-лектывы	калектывы
калсктывы	калектывы
калекгыҐ	калектыҐ
ка-лектыҐ	калектыҐ
калек-тыҐ	калектыҐ
калсктыҐ	калектыҐ
ка-лсктыҐ	калектыҐ
кллектыҐ	калектыҐ
к€лектыҐ	калектыҐ
ка-л≥	кал≥
квл≥	кал≥
кзл≥	кал≥
клл≥	кал≥
кэл≥	кал≥
к€л≥	кал≥
кал≥н≥-на	кал≥н≥на
кал≥н≥н-града	кал≥н≥нграда
кал≥сьн≥	кал≥сьц≥
ка-л≥сьц≥	кал≥сьц≥
кал≥сь-ц≥	кал≥сьц≥
ка-лоны	калоны
калн	кал€
ка-л€	кал€
квл€	кал€
клл€	кал€
к€л€	кал€
кал€-ровай	кал€ровай
камандз≥-рам	камандз≥рам
камб≥на-та	камб≥ната
камелы€	камеды€
ка-менем	каменем
каменаломн€х	камен€ломн€х
кам≥сары-€т	кам≥сары€т
кам≥сары€-та	кам≥сары€та
кам≥-с≥ю	кам≥с≥ю
ка-м≥тэт	кам≥тэт
кампаз≥-тар	кампаз≥тар
кам-паз≥тара	кампаз≥тара
кампа-з≥тара	кампаз≥тара
кам-паэ≥тара	кампаз≥тара
кам-паз≥тарам	кампаз≥тарам
кампаз≥та-рам	кампаз≥тарам
кампа-з≥тараҐ	кампаз≥тараҐ
кампаз≥та-раҐ	кампаз≥тараҐ
кампаэ≥тараҐ	кампаз≥тараҐ
камназ≥тары	кампаз≥тары
кампаэ≥цы€й	кампаз≥цы€й
кам-самол	камсамол
кам-самольскай	камсамольскай
кам-самольск≥	камсамольск≥
кам-самольск≥€	камсамольск≥€
камса-молы≥аҐ	камсамольцаҐ
камсамоль-цаҐ	камсамольцаҐ
камсамольны	камсамольцы
квмсвмольцы	камсамольцы
ка-мун≥зм	камун≥зм
каму-н≥зм	камун≥зм
камун≥эм	камун≥зм
ка-мун≥зма	камун≥зма
каму-н≥зма	камун≥зма
камун≥з-ма	камун≥зма
камун≥змв	камун≥зма
камун≥эма	камун≥зма
ка-мун≥эма	камун≥зма
квмун≥эмв	камун≥зма
ка-мун≥ст	камун≥ст
